,Middle Layer Super Output Areas Code,Middle Layer Super Output Areas Label,Marital and civil partnership status (12 categories) Code,Marital and civil partnership status (12 categories) Label,Count
82677,W02000034,Conwy 008,9,Formerly in a civil partnership now legally dissolved,1
82678,W02000034,Conwy 008,10,Widowed,483
82679,W02000034,Conwy 008,11,Surviving partner from civil partnership,0
82680,W02000035,Conwy 009,-8,Does not apply,1739
82681,W02000035,Conwy 009,1,Never married and never registered a civil partnership,2540
82682,W02000035,Conwy 009,2,Married: Opposite sex,3116
82683,W02000035,Conwy 009,3,Married: Same sex,26
82684,W02000035,Conwy 009,4,In a registered civil partnership: Opposite sex,4
82685,W02000035,Conwy 009,5,In a registered civil partnership: Same sex,14
82686,W02000035,Conwy 009,6,"Separated, but still married",157
82687,W02000035,Conwy 009,7,"Separated, but still in a registered civil partnership",1
82688,W02000035,Conwy 009,8,Divorced,820
82689,W02000035,Conwy 009,9,Formerly in a civil partnership now legally dissolved,2
82690,W02000035,Conwy 009,10,Widowed,476
82691,W02000035,Conwy 009,11,Surviving partner from civil partnership,0
82692,W02000036,Conwy 010,-8,Does not apply,1721
82693,W02000036,Conwy 010,1,Never married and never registered a civil partnership,2815
82694,W02000036,Conwy 010,2,Married: Opposite sex,4490
82695,W02000036,Conwy 010,3,Married: Same sex,34
82696,W02000036,Conwy 010,4,In a registered civil partnership: Opposite sex,10
82697,W02000036,Conwy 010,5,In a registered civil partnership: Same sex,21
82698,W02000036,Conwy 010,6,"Separated, but still married",219
82699,W02000036,Conwy 010,7,"Separated, but still in a registered civil partnership",0
82700,W02000036,Conwy 010,8,Divorced,1068
82701,W02000036,Conwy 010,9,Formerly in a civil partnership now legally dissolved,1
82702,W02000036,Conwy 010,10,Widowed,903
82703,W02000036,Conwy 010,11,Surviving partner from civil partnership,4
82704,W02000037,Conwy 011,-8,Does not apply,1340
82705,W02000037,Conwy 011,1,Never married and never registered a civil partnership,2095
82706,W02000037,Conwy 011,2,Married: Opposite sex,2549
82707,W02000037,Conwy 011,3,Married: Same sex,17
82708,W02000037,Conwy 011,4,In a registered civil partnership: Opposite sex,2
82709,W02000037,Conwy 011,5,In a registered civil partnership: Same sex,8
82710,W02000037,Conwy 011,6,"Separated, but still married",137
82711,W02000037,Conwy 011,7,"Separated, but still in a registered civil partnership",0
82712,W02000037,Conwy 011,8,Divorced,635
82713,W02000037,Conwy 011,9,Formerly in a civil partnership now legally dissolved,0
82714,W02000037,Conwy 011,10,Widowed,412
82715,W02000037,Conwy 011,11,Surviving partner from civil partnership,0
82716,W02000038,Conwy 012,-8,Does not apply,934
82717,W02000038,Conwy 012,1,Never married and never registered a civil partnership,1673
82718,W02000038,Conwy 012,2,Married: Opposite sex,2529
82719,W02000038,Conwy 012,3,Married: Same sex,20
82720,W02000038,Conwy 012,4,In a registered civil partnership: Opposite sex,2
82721,W02000038,Conwy 012,5,In a registered civil partnership: Same sex,2
82722,W02000038,Conwy 012,6,"Separated, but still married",94
82723,W02000038,Conwy 012,7,"Separated, but still in a registered civil partnership",0
82724,W02000038,Conwy 012,8,Divorced,578
82725,W02000038,Conwy 012,9,Formerly in a civil partnership now legally dissolved,0
82726,W02000038,Conwy 012,10,Widowed,373
82727,W02000038,Conwy 012,11,Surviving partner from civil partnership,1
82728,W02000039,Conwy 013,-8,Does not apply,1271
82729,W02000039,Conwy 013,1,Never married and never registered a civil partnership,2276
82730,W02000039,Conwy 013,2,Married: Opposite sex,2779
82731,W02000039,Conwy 013,3,Married: Same sex,19
82732,W02000039,Conwy 013,4,In a registered civil partnership: Opposite sex,6
82733,W02000039,Conwy 013,5,In a registered civil partnership: Same sex,12
82734,W02000039,Conwy 013,6,"Separated, but still married",163
82735,W02000039,Conwy 013,7,"Separated, but still in a registered civil partnership",0
82736,W02000039,Conwy 013,8,Divorced,790
82737,W02000039,Conwy 013,9,Formerly in a civil partnership now legally dissolved,3
82738,W02000039,Conwy 013,10,Widowed,518
82739,W02000039,Conwy 013,11,Surviving partner from civil partnership,0
82740,W02000040,Conwy 014,-8,Does not apply,1043
82741,W02000040,Conwy 014,1,Never married and never registered a civil partnership,1690
82742,W02000040,Conwy 014,2,Married: Opposite sex,2934
82743,W02000040,Conwy 014,3,Married: Same sex,15
82744,W02000040,Conwy 014,4,In a registered civil partnership: Opposite sex,0
82745,W02000040,Conwy 014,5,In a registered civil partnership: Same sex,3
82746,W02000040,Conwy 014,6,"Separated, but still married",87
82747,W02000040,Conwy 014,7,"Separated, but still in a registered civil partnership",0
82748,W02000040,Conwy 014,8,Divorced,443
82749,W02000040,Conwy 014,9,Formerly in a civil partnership now legally dissolved,1
82750,W02000040,Conwy 014,10,Widowed,379
82751,W02000040,Conwy 014,11,Surviving partner from civil partnership,0
82752,W02000041,Conwy 015,-8,Does not apply,1396
82753,W02000041,Conwy 015,1,Never married and never registered a civil partnership,2398
82754,W02000041,Conwy 015,2,Married: Opposite sex,3313
82755,W02000041,Conwy 015,3,Married: Same sex,20
82756,W02000041,Conwy 015,4,In a registered civil partnership: Opposite sex,8
82757,W02000041,Conwy 015,5,In a registered civil partnership: Same sex,21
82758,W02000041,Conwy 015,6,"Separated, but still married",102
82759,W02000041,Conwy 015,7,"Separated, but still in a registered civil partnership",0
82760,W02000041,Conwy 015,8,Divorced,710
82761,W02000041,Conwy 015,9,Formerly in a civil partnership now legally dissolved,2
82762,W02000041,Conwy 015,10,Widowed,551
82763,W02000041,Conwy 015,11,Surviving partner from civil partnership,0
82764,W02000042,Denbighshire 001,-8,Does not apply,936
82765,W02000042,Denbighshire 001,1,Never married and never registered a civil partnership,1497
82766,W02000042,Denbighshire 001,2,Married: Opposite sex,2215
82767,W02000042,Denbighshire 001,3,Married: Same sex,17
82768,W02000042,Denbighshire 001,4,In a registered civil partnership: Opposite sex,4
82769,W02000042,Denbighshire 001,5,In a registered civil partnership: Same sex,9
82770,W02000042,Denbighshire 001,6,"Separated, but still married",90
82771,W02000042,Denbighshire 001,7,"Separated, but still in a registered civil partnership",0
82772,W02000042,Denbighshire 001,8,Divorced,611
82773,W02000042,Denbighshire 001,9,Formerly in a civil partnership now legally dissolved,2
82774,W02000042,Denbighshire 001,10,Widowed,478
82775,W02000042,Denbighshire 001,11,Surviving partner from civil partnership,2
82776,W02000043,Denbighshire 002,-8,Does not apply,883
82777,W02000043,Denbighshire 002,1,Never married and never registered a civil partnership,1467
82778,W02000043,Denbighshire 002,2,Married: Opposite sex,1897
82779,W02000043,Denbighshire 002,3,Married: Same sex,2
82780,W02000043,Denbighshire 002,4,In a registered civil partnership: Opposite sex,2
82781,W02000043,Denbighshire 002,5,In a registered civil partnership: Same sex,7
82782,W02000043,Denbighshire 002,6,"Separated, but still married",104
82783,W02000043,Denbighshire 002,7,"Separated, but still in a registered civil partnership",0
82784,W02000043,Denbighshire 002,8,Divorced,504
82785,W02000043,Denbighshire 002,9,Formerly in a civil partnership now legally dissolved,0
82786,W02000043,Denbighshire 002,10,Widowed,382
82787,W02000043,Denbighshire 002,11,Surviving partner from civil partnership,0
82788,W02000044,Denbighshire 003,-8,Does not apply,798
82789,W02000044,Denbighshire 003,1,Never married and never registered a civil partnership,1349
82790,W02000044,Denbighshire 003,2,Married: Opposite sex,2130
82791,W02000044,Denbighshire 003,3,Married: Same sex,7
82792,W02000044,Denbighshire 003,4,In a registered civil partnership: Opposite sex,0
82793,W02000044,Denbighshire 003,5,In a registered civil partnership: Same sex,10
82794,W02000044,Denbighshire 003,6,"Separated, but still married",88
82795,W02000044,Denbighshire 003,7,"Separated, but still in a registered civil partnership",0
82796,W02000044,Denbighshire 003,8,Divorced,495
82797,W02000044,Denbighshire 003,9,Formerly in a civil partnership now legally dissolved,0
82798,W02000044,Denbighshire 003,10,Widowed,422
82799,W02000044,Denbighshire 003,11,Surviving partner from civil partnership,0
82800,W02000045,Denbighshire 004,-8,Does not apply,1824
82801,W02000045,Denbighshire 004,1,Never married and never registered a civil partnership,3138
82802,W02000045,Denbighshire 004,2,Married: Opposite sex,2509
82803,W02000045,Denbighshire 004,3,Married: Same sex,22
82804,W02000045,Denbighshire 004,4,In a registered civil partnership: Opposite sex,0
82805,W02000045,Denbighshire 004,5,In a registered civil partnership: Same sex,5
82806,W02000045,Denbighshire 004,6,"Separated, but still married",287
82807,W02000045,Denbighshire 004,7,"Separated, but still in a registered civil partnership",5
82808,W02000045,Denbighshire 004,8,Divorced,1034
82809,W02000045,Denbighshire 004,9,Formerly in a civil partnership now legally dissolved,0
82810,W02000045,Denbighshire 004,10,Widowed,741
82811,W02000045,Denbighshire 004,11,Surviving partner from civil partnership,1
82812,W02000047,Denbighshire 006,-8,Does not apply,1474
82813,W02000047,Denbighshire 006,1,Never married and never registered a civil partnership,1918
82814,W02000047,Denbighshire 006,2,Married: Opposite sex,1349
82815,W02000047,Denbighshire 006,3,Married: Same sex,3
82816,W02000047,Denbighshire 006,4,In a registered civil partnership: Opposite sex,2
82817,W02000047,Denbighshire 006,5,In a registered civil partnership: Same sex,5
82818,W02000047,Denbighshire 006,6,"Separated, but still married",112
82819,W02000047,Denbighshire 006,7,"Separated, but still in a registered civil partnership",0
82820,W02000047,Denbighshire 006,8,Divorced,475
82821,W02000047,Denbighshire 006,9,Formerly in a civil partnership now legally dissolved,1
82822,W02000047,Denbighshire 006,10,Widowed,227
82823,W02000047,Denbighshire 006,11,Surviving partner from civil partnership,0
82824,W02000049,Denbighshire 008,-8,Does not apply,1221
82825,W02000049,Denbighshire 008,1,Never married and never registered a civil partnership,1829
82826,W02000049,Denbighshire 008,2,Married: Opposite sex,2587
82827,W02000049,Denbighshire 008,3,Married: Same sex,8
82828,W02000049,Denbighshire 008,4,In a registered civil partnership: Opposite sex,6
82829,W02000049,Denbighshire 008,5,In a registered civil partnership: Same sex,9
82830,W02000049,Denbighshire 008,6,"Separated, but still married",123
82831,W02000049,Denbighshire 008,7,"Separated, but still in a registered civil partnership",1
82832,W02000049,Denbighshire 008,8,Divorced,533
82833,W02000049,Denbighshire 008,9,Formerly in a civil partnership now legally dissolved,0
82834,W02000049,Denbighshire 008,10,Widowed,341
82835,W02000049,Denbighshire 008,11,Surviving partner from civil partnership,0
82836,W02000050,Denbighshire 009,-8,Does not apply,1037
82837,W02000050,Denbighshire 009,1,Never married and never registered a civil partnership,1748
82838,W02000050,Denbighshire 009,2,Married: Opposite sex,2454
82839,W02000050,Denbighshire 009,3,Married: Same sex,9
82840,W02000050,Denbighshire 009,4,In a registered civil partnership: Opposite sex,6
82841,W02000050,Denbighshire 009,5,In a registered civil partnership: Same sex,9
82842,W02000050,Denbighshire 009,6,"Separated, but still married",123
82843,W02000050,Denbighshire 009,7,"Separated, but still in a registered civil partnership",0
82844,W02000050,Denbighshire 009,8,Divorced,582
82845,W02000050,Denbighshire 009,9,Formerly in a civil partnership now legally dissolved,1
82846,W02000050,Denbighshire 009,10,Widowed,412
82847,W02000050,Denbighshire 009,11,Surviving partner from civil partnership,0
82848,W02000051,Denbighshire 010,-8,Does not apply,771
82849,W02000051,Denbighshire 010,1,Never married and never registered a civil partnership,1449
82850,W02000051,Denbighshire 010,2,Married: Opposite sex,2096
82851,W02000051,Denbighshire 010,3,Married: Same sex,17
82852,W02000051,Denbighshire 010,4,In a registered civil partnership: Opposite sex,4
82853,W02000051,Denbighshire 010,5,In a registered civil partnership: Same sex,7
82854,W02000051,Denbighshire 010,6,"Separated, but still married",99
82855,W02000051,Denbighshire 010,7,"Separated, but still in a registered civil partnership",0
82856,W02000051,Denbighshire 010,8,Divorced,516
82857,W02000051,Denbighshire 010,9,Formerly in a civil partnership now legally dissolved,0
82858,W02000051,Denbighshire 010,10,Widowed,349
82859,W02000051,Denbighshire 010,11,Surviving partner from civil partnership,0
82860,W02000052,Denbighshire 011,-8,Does not apply,974
82861,W02000052,Denbighshire 011,1,Never married and never registered a civil partnership,1754
82862,W02000052,Denbighshire 011,2,Married: Opposite sex,1360
82863,W02000052,Denbighshire 011,3,Married: Same sex,12
82864,W02000052,Denbighshire 011,4,In a registered civil partnership: Opposite sex,8
82865,W02000052,Denbighshire 011,5,In a registered civil partnership: Same sex,3
82866,W02000052,Denbighshire 011,6,"Separated, but still married",125
82867,W02000052,Denbighshire 011,7,"Separated, but still in a registered civil partnership",3
82868,W02000052,Denbighshire 011,8,Divorced,498
82869,W02000052,Denbighshire 011,9,Formerly in a civil partnership now legally dissolved,0
82870,W02000052,Denbighshire 011,10,Widowed,268
82871,W02000052,Denbighshire 011,11,Surviving partner from civil partnership,0
82872,W02000053,Denbighshire 012,-8,Does not apply,1094
82873,W02000053,Denbighshire 012,1,Never married and never registered a civil partnership,1618
82874,W02000053,Denbighshire 012,2,Married: Opposite sex,2648
82875,W02000053,Denbighshire 012,3,Married: Same sex,17
82876,W02000053,Denbighshire 012,4,In a registered civil partnership: Opposite sex,8
82877,W02000053,Denbighshire 012,5,In a registered civil partnership: Same sex,6
82878,W02000053,Denbighshire 012,6,"Separated, but still married",90
82879,W02000053,Denbighshire 012,7,"Separated, but still in a registered civil partnership",0
82880,W02000053,Denbighshire 012,8,Divorced,415
82881,W02000053,Denbighshire 012,9,Formerly in a civil partnership now legally dissolved,2
82882,W02000053,Denbighshire 012,10,Widowed,420
82883,W02000053,Denbighshire 012,11,Surviving partner from civil partnership,0
82884,W02000054,Denbighshire 013,-8,Does not apply,906
82885,W02000054,Denbighshire 013,1,Never married and never registered a civil partnership,1490
82886,W02000054,Denbighshire 013,2,Married: Opposite sex,2862
82887,W02000054,Denbighshire 013,3,Married: Same sex,8
82888,W02000054,Denbighshire 013,4,In a registered civil partnership: Opposite sex,6
82889,W02000054,Denbighshire 013,5,In a registered civil partnership: Same sex,6
82890,W02000054,Denbighshire 013,6,"Separated, but still married",78
82891,W02000054,Denbighshire 013,7,"Separated, but still in a registered civil partnership",0
82892,W02000054,Denbighshire 013,8,Divorced,468
82893,W02000054,Denbighshire 013,9,Formerly in a civil partnership now legally dissolved,0
82894,W02000054,Denbighshire 013,10,Widowed,308
82895,W02000054,Denbighshire 013,11,Surviving partner from civil partnership,1
82896,W02000055,Denbighshire 014,-8,Does not apply,1003
82897,W02000055,Denbighshire 014,1,Never married and never registered a civil partnership,1695
82898,W02000055,Denbighshire 014,2,Married: Opposite sex,2003
82899,W02000055,Denbighshire 014,3,Married: Same sex,16
82900,W02000055,Denbighshire 014,4,In a registered civil partnership: Opposite sex,1
82901,W02000055,Denbighshire 014,5,In a registered civil partnership: Same sex,4
82902,W02000055,Denbighshire 014,6,"Separated, but still married",97
82903,W02000055,Denbighshire 014,7,"Separated, but still in a registered civil partnership",0
82904,W02000055,Denbighshire 014,8,Divorced,476
82905,W02000055,Denbighshire 014,9,Formerly in a civil partnership now legally dissolved,0
82906,W02000055,Denbighshire 014,10,Widowed,402
82907,W02000055,Denbighshire 014,11,Surviving partner from civil partnership,1
82908,W02000056,Denbighshire 015,-8,Does not apply,933
82909,W02000056,Denbighshire 015,1,Never married and never registered a civil partnership,1327
82910,W02000056,Denbighshire 015,2,Married: Opposite sex,2172
82911,W02000056,Denbighshire 015,3,Married: Same sex,8
82912,W02000056,Denbighshire 015,4,In a registered civil partnership: Opposite sex,4
82913,W02000056,Denbighshire 015,5,In a registered civil partnership: Same sex,13
82914,W02000056,Denbighshire 015,6,"Separated, but still married",75
82915,W02000056,Denbighshire 015,7,"Separated, but still in a registered civil partnership",0
82916,W02000056,Denbighshire 015,8,Divorced,394
82917,W02000056,Denbighshire 015,9,Formerly in a civil partnership now legally dissolved,0
82918,W02000056,Denbighshire 015,10,Widowed,264
82919,W02000056,Denbighshire 015,11,Surviving partner from civil partnership,0
